enditemid,binid,projectid,ship to,branch,contractid,custmiscinfo,airframe,program,periodicdatastream,perioddate,value
,Exogenous Factor,Project_360,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_361,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_362,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_363,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_204,0,0,Contract_28,Exogenous Factor,Airframe_50,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_364,0,0,Contract_28,Exogenous Factor,Airframe_50,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_366,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_367,0,0,Contract_28,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_368,0,0,Contract_61,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_369,0,0,Contract_61,Exogenous Factor,Airframe_23,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_370,0,0,Contract_61,Exogenous Factor,Airframe_23,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_371,0,0,Contract_61,Exogenous Factor,Airframe_50,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_372,0,0,Contract_61,Exogenous Factor,Airframe_27,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2788,0,0,Contract_623,Exogenous Factor,Code_1,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2789,0,0,Contract_623,Exogenous Factor,Code_1,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2816,0,0,Contract_225,Exogenous Factor,Code_10,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_789,0,0,Contract_225,Exogenous Factor,Code_9,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2832,0,0,Contract_225,Exogenous Factor,Code_9,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2833,0,0,Contract_225,Exogenous Factor,Code_13,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2835,0,0,Contract_225,Exogenous Factor,Airframe_6,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_790,0,0,Contract_225,Exogenous Factor,Airframe_6,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2841,0,0,Contract_225,Exogenous Factor,Code_11,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2842,0,0,Contract_225,Exogenous Factor,Code_7,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2843,0,0,Contract_225,Exogenous Factor,Code_7,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2844,0,0,Contract_225,Exogenous Factor,Code_12,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2845,0,0,Contract_225,Exogenous Factor,Code_9,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2846,0,0,Contract_225,Exogenous Factor,Code_8,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2847,0,0,Contract_225,Exogenous Factor,Code_8,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_791,0,0,Contract_226,Exogenous Factor,Code_10,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2851,0,0,Contract_632,Exogenous Factor,Code_10,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2820,0,0,Contract_632,Exogenous Factor,Code_10,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2821,0,0,Contract_632,Exogenous Factor,Code_9,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2822,0,0,Contract_632,Exogenous Factor,Code_14,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2859,0,0,Contract_633,Exogenous Factor,Code_10,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2860,0,0,Contract_633,Exogenous Factor,Code_9,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2861,0,0,Contract_633,Exogenous Factor,Code_14,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2864,0,0,Contract_633,Exogenous Factor,Code_16,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2865,0,0,Contract_633,Exogenous Factor,Code_2,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2866,0,0,Contract_633,Exogenous Factor,Code_11,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2867,0,0,Contract_633,Exogenous Factor,Code_3,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2824,0,0,Contract_633,Exogenous Factor,Code_3,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2868,0,0,Contract_633,Exogenous Factor,Code_15,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2869,0,0,Contract_633,Exogenous Factor,Code_8,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2691,0,0,Contract_227,Exogenous Factor,Code_4,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2875,0,0,Contract_636,Exogenous Factor,Code_17,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2879,0,0,Contract_636,Exogenous Factor,Code_7,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2884,0,0,Contract_636,Exogenous Factor,Code_19,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2829,0,0,Contract_635,Exogenous Factor,Code_5,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_520,0,0,Contract_60,Exogenous Factor,Airframe_51,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2463,0,0,Contract_60,Exogenous Factor,Airframe_52,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2469,0,0,Contract_60,Exogenous Factor,Airframe_51,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2495,0,0,Contract_476,Exogenous Factor,Airframe_53,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2499,0,0,Contract_476,Exogenous Factor,Airframe_54,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2509,0,0,Contract_585,Exogenous Factor,Airframe_55,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2510,0,0,Contract_585,Exogenous Factor,Airframe_55,,Airframe Map,1900-01-01,0.0
,Exogenous Factor,Project_2462,0,0,Contract_582,Exogenous Factor,Airframe_55,,Airframe Map,1900-01-01,0.0
